Province/State,Country/Region,Lat,Long,Date,Value
Reunion,France,-21.1351,55.2471,2020-01-24,0
Reunion,France,-21.1351,55.2471,2020-01-23,0
Reunion,France,-21.1351,55.2471,2020-01-22,0
Saint Barthelemy,France,17.9,-62.8333,2020-03-24,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-23,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-22,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-21,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-20,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-19,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-18,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-17,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-16,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-15,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-14,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-13,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-12,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-11,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-10,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-09,1
Saint Barthelemy,France,17.9,-62.8333,2020-03-08,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-07,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-06,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-05,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-04,3
Saint Barthelemy,France,17.9,-62.8333,2020-03-03,0
Saint Barthelemy,France,17.9,-62.8333,2020-03-02,0
Saint Barthelemy,France,17.9,-62.8333,2020-03-01,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-29,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-28,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-27,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-26,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-25,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-24,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-23,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-22,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-21,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-20,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-19,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-18,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-17,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-16,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-15,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-14,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-13,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-12,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-11,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-10,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-09,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-08,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-07,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-06,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-05,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-04,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-03,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-02,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-01,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-31,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-30,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-29,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-28,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-27,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-26,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-25,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-24,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-23,0
Saint Barthelemy,France,17.9,-62.8333,2020-01-22,0
St Martin,France,18.0708,-63.0501,2020-03-24,8
St Martin,France,18.0708,-63.0501,2020-03-23,8
St Martin,France,18.0708,-63.0501,2020-03-22,5
St Martin,France,18.0708,-63.0501,2020-03-21,4
St Martin,France,18.0708,-63.0501,2020-03-20,4
St Martin,France,18.0708,-63.0501,2020-03-19,4
St Martin,France,18.0708,-63.0501,2020-03-18,3
St Martin,France,18.0708,-63.0501,2020-03-17,2
St Martin,France,18.0708,-63.0501,2020-03-16,2
St Martin,France,18.0708,-63.0501,2020-03-15,2
St Martin,France,18.0708,-63.0501,2020-03-14,2
St Martin,France,18.0708,-63.0501,2020-03-13,2
St Martin,France,18.0708,-63.0501,2020-03-12,2
St Martin,France,18.0708,-63.0501,2020-03-11,2
St Martin,France,18.0708,-63.0501,2020-03-10,2
St Martin,France,18.0708,-63.0501,2020-03-09,2
St Martin,France,18.0708,-63.0501,2020-03-08,0
St Martin,France,18.0708,-63.0501,2020-03-07,0
St Martin,France,18.0708,-63.0501,2020-03-06,0
St Martin,France,18.0708,-63.0501,2020-03-05,0
St Martin,France,18.0708,-63.0501,2020-03-04,0
St Martin,France,18.0708,-63.0501,2020-03-03,0
St Martin,France,18.0708,-63.0501,2020-03-02,0
St Martin,France,18.0708,-63.0501,2020-03-01,0
St Martin,France,18.0708,-63.0501,2020-02-29,0
St Martin,France,18.0708,-63.0501,2020-02-28,0
St Martin,France,18.0708,-63.0501,2020-02-27,0
St Martin,France,18.0708,-63.0501,2020-02-26,0
St Martin,France,18.0708,-63.0501,2020-02-25,0
St Martin,France,18.0708,-63.0501,2020-02-24,0
St Martin,France,18.0708,-63.0501,2020-02-23,0
St Martin,France,18.0708,-63.0501,2020-02-22,0
St Martin,France,18.0708,-63.0501,2020-02-21,0
St Martin,France,18.0708,-63.0501,2020-02-20,0
St Martin,France,18.0708,-63.0501,2020-02-19,0
St Martin,France,18.0708,-63.0501,2020-02-18,0
St Martin,France,18.0708,-63.0501,2020-02-17,0
St Martin,France,18.0708,-63.0501,2020-02-16,0
St Martin,France,18.0708,-63.0501,2020-02-15,0
St Martin,France,18.0708,-63.0501,2020-02-14,0
St Martin,France,18.0708,-63.0501,2020-02-13,0
St Martin,France,18.0708,-63.0501,2020-02-12,0
St Martin,France,18.0708,-63.0501,2020-02-11,0
St Martin,France,18.0708,-63.0501,2020-02-10,0
St Martin,France,18.0708,-63.0501,2020-02-09,0
St Martin,France,18.0708,-63.0501,2020-02-08,0
St Martin,France,18.0708,-63.0501,2020-02-07,0
St Martin,France,18.0708,-63.0501,2020-02-06,0
St Martin,France,18.0708,-63.0501,2020-02-05,0
St Martin,France,18.0708,-63.0501,2020-02-04,0
St Martin,France,18.0708,-63.0501,2020-02-03,0
St Martin,France,18.0708,-63.0501,2020-02-02,0
St Martin,France,18.0708,-63.0501,2020-02-01,0
St Martin,France,18.0708,-63.0501,2020-01-31,0
St Martin,France,18.0708,-63.0501,2020-01-30,0
St Martin,France,18.0708,-63.0501,2020-01-29,0
St Martin,France,18.0708,-63.0501,2020-01-28,0
St Martin,France,18.0708,-63.0501,2020-01-27,0
St Martin,France,18.0708,-63.0501,2020-01-26,0
St Martin,France,18.0708,-63.0501,2020-01-25,0
St Martin,France,18.0708,-63.0501,2020-01-24,0
St Martin,France,18.0708,-63.0501,2020-01-23,0
St Martin,France,18.0708,-63.0501,2020-01-22,0
,Gabon,-0.8037,11.6094,2020-03-24,6
,Gabon,-0.8037,11.6094,2020-03-23,5
,Gabon,-0.8037,11.6094,2020-03-22,5
,Gabon,-0.8037,11.6094,2020-03-21,4
,Gabon,-0.8037,11.6094,2020-03-20,3
,Gabon,-0.8037,11.6094,2020-03-19,1
,Gabon,-0.8037,11.6094,2020-03-18,1
,Gabon,-0.8037,11.6094,2020-03-17,1
,Gabon,-0.8037,11.6094,2020-03-16,1
,Gabon,-0.8037,11.6094,2020-03-15,1
,Gabon,-0.8037,11.6094,2020-03-14,1
,Gabon,-0.8037,11.6094,2020-03-13,0
,Gabon,-0.8037,11.6094,2020-03-12,0
,Gabon,-0.8037,11.6094,2020-03-11,0
,Gabon,-0.8037,11.6094,2020-03-10,0
,Gabon,-0.8037,11.6094,2020-03-09,0
,Gabon,-0.8037,11.6094,2020-03-08,0
,Gabon,-0.8037,11.6094,2020-03-07,0
,Gabon,-0.8037,11.6094,2020-03-06,0
,Gabon,-0.8037,11.6094,2020-03-05,0
,Gabon,-0.8037,11.6094,2020-03-04,0
,Gabon,-0.8037,11.6094,2020-03-03,0
,Gabon,-0.8037,11.6094,2020-03-02,0
,Gabon,-0.8037,11.6094,2020-03-01,0
,Gabon,-0.8037,11.6094,2020-02-29,0
,Gabon,-0.8037,11.6094,2020-02-28,0
,Gabon,-0.8037,11.6094,2020-02-27,0
,Gabon,-0.8037,11.6094,2020-02-26,0
,Gabon,-0.8037,11.6094,2020-02-25,0
,Gabon,-0.8037,11.6094,2020-02-24,0
,Gabon,-0.8037,11.6094,2020-02-23,0
,Gabon,-0.8037,11.6094,2020-02-22,0
,Gabon,-0.8037,11.6094,2020-02-21,0
,Gabon,-0.8037,11.6094,2020-02-20,0
,Gabon,-0.8037,11.6094,2020-02-19,0
,Gabon,-0.8037,11.6094,2020-02-18,0
,Gabon,-0.8037,11.6094,2020-02-17,0
,Gabon,-0.8037,11.6094,2020-02-16,0
,Gabon,-0.8037,11.6094,2020-02-15,0
,Gabon,-0.8037,11.6094,2020-02-14,0
,Gabon,-0.8037,11.6094,2020-02-13,0
,Gabon,-0.8037,11.6094,2020-02-12,0
,Gabon,-0.8037,11.6094,2020-02-11,0
,Gabon,-0.8037,11.6094,2020-02-10,0
,Gabon,-0.8037,11.6094,2020-02-09,0
,Gabon,-0.8037,11.6094,2020-02-08,0
,Gabon,-0.8037,11.6094,2020-02-07,0
,Gabon,-0.8037,11.6094,2020-02-06,0
,Gabon,-0.8037,11.6094,2020-02-05,0
,Gabon,-0.8037,11.6094,2020-02-04,0
,Gabon,-0.8037,11.6094,2020-02-03,0
,Gabon,-0.8037,11.6094,2020-02-02,0
,Gabon,-0.8037,11.6094,2020-02-01,0
,Gabon,-0.8037,11.6094,2020-01-31,0
,Gabon,-0.8037,11.6094,2020-01-30,0
,Gabon,-0.8037,11.6094,2020-01-29,0
,Gabon,-0.8037,11.6094,2020-01-28,0
,Gabon,-0.8037,11.6094,2020-01-27,0
,Gabon,-0.8037,11.6094,2020-01-26,0
,Gabon,-0.8037,11.6094,2020-01-25,0
,Gabon,-0.8037,11.6094,2020-01-24,0
,Gabon,-0.8037,11.6094,2020-01-23,0
,Gabon,-0.8037,11.6094,2020-01-22,0
,Gambia,13.4432,-15.3101,2020-03-24,3
,Gambia,13.4432,-15.3101,2020-03-23,2
,Gambia,13.4432,-15.3101,2020-03-22,1
,Gambia,13.4432,-15.3101,2020-03-21,1
,Gambia,13.4432,-15.3101,2020-03-20,1
,Gambia,13.4432,-15.3101,2020-03-19,1
,Gambia,13.4432,-15.3101,2020-03-18,1
,Gambia,13.4432,-15.3101,2020-03-17,1
,Gambia,13.4432,-15.3101,2020-03-16,0
,Gambia,13.4432,-15.3101,2020-03-15,0
,Gambia,13.4432,-15.3101,2020-03-14,0
,Gambia,13.4432,-15.3101,2020-03-13,0
,Gambia,13.4432,-15.3101,2020-03-12,0
,Gambia,13.4432,-15.3101,2020-03-11,0
,Gambia,13.4432,-15.3101,2020-03-10,0
,Gambia,13.4432,-15.3101,2020-03-09,0
,Gambia,13.4432,-15.3101,2020-03-08,0
,Gambia,13.4432,-15.3101,2020-03-07,0
,Gambia,13.4432,-15.3101,2020-03-06,0
,Gambia,13.4432,-15.3101,2020-03-05,0
,Gambia,13.4432,-15.3101,2020-03-04,0
,Gambia,13.4432,-15.3101,2020-03-03,0
,Gambia,13.4432,-15.3101,2020-03-02,0
,Gambia,13.4432,-15.3101,2020-03-01,0
,Gambia,13.4432,-15.3101,2020-02-29,0
,Gambia,13.4432,-15.3101,2020-02-28,0
,Gambia,13.4432,-15.3101,2020-02-27,0
,Gambia,13.4432,-15.3101,2020-02-26,0
,Gambia,13.4432,-15.3101,2020-02-25,0
,Gambia,13.4432,-15.3101,2020-02-24,0
,Gambia,13.4432,-15.3101,2020-02-23,0
,Gambia,13.4432,-15.3101,2020-02-22,0
,Gambia,13.4432,-15.3101,2020-02-21,0
,Gambia,13.4432,-15.3101,2020-02-20,0
,Gambia,13.4432,-15.3101,2020-02-19,0
,Gambia,13.4432,-15.3101,2020-02-18,0
,Gambia,13.4432,-15.3101,2020-02-17,0
,Gambia,13.4432,-15.3101,2020-02-16,0
,Gambia,13.4432,-15.3101,2020-02-15,0
,Gambia,13.4432,-15.3101,2020-02-14,0
,Gambia,13.4432,-15.3101,2020-02-13,0
,Gambia,13.4432,-15.3101,2020-02-12,0
,Gambia,13.4432,-15.3101,2020-02-11,0
,Gambia,13.4432,-15.3101,2020-02-10,0
,Gambia,13.4432,-15.3101,2020-02-09,0
,Gambia,13.4432,-15.3101,2020-02-08,0
,Gambia,13.4432,-15.3101,2020-02-07,0
,Gambia,13.4432,-15.3101,2020-02-06,0
,Gambia,13.4432,-15.3101,2020-02-05,0
,Gambia,13.4432,-15.3101,2020-02-04,0
,Gambia,13.4432,-15.3101,2020-02-03,0
,Gambia,13.4432,-15.3101,2020-02-02,0
,Gambia,13.4432,-15.3101,2020-02-01,0
,Gambia,13.4432,-15.3101,2020-01-31,0
,Gambia,13.4432,-15.3101,2020-01-30,0
,Gambia,13.4432,-15.3101,2020-01-29,0
,Gambia,13.4432,-15.3101,2020-01-28,0
,Gambia,13.4432,-15.3101,2020-01-27,0
,Gambia,13.4432,-15.3101,2020-01-26,0
,Gambia,13.4432,-15.3101,2020-01-25,0
,Gambia,13.4432,-15.3101,2020-01-24,0
,Gambia,13.4432,-15.3101,2020-01-23,0
,Gambia,13.4432,-15.3101,2020-01-22,0
,Georgia,42.3154,43.3569,2020-03-24,70
,Georgia,42.3154,43.3569,2020-03-23,61
,Georgia,42.3154,43.3569,2020-03-22,54
,Georgia,42.3154,43.3569,2020-03-21,49
,Georgia,42.3154,43.3569,2020-03-20,43
,Georgia,42.3154,43.3569,2020-03-19,40
,Georgia,42.3154,43.3569,2020-03-18,38
,Georgia,42.3154,43.3569,2020-03-17,34
,Georgia,42.3154,43.3569,2020-03-16,33
,Georgia,42.3154,43.3569,2020-03-15,33
,Georgia,42.3154,43.3569,2020-03-14,30
,Georgia,42.3154,43.3569,2020-03-13,25
,Georgia,42.3154,43.3569,2020-03-12,24
,Georgia,42.3154,43.3569,2020-03-11,24
,Georgia,42.3154,43.3569,2020-03-10,15
,Georgia,42.3154,43.3569,2020-03-09,15
,Georgia,42.3154,43.3569,2020-03-08,13
,Georgia,42.3154,43.3569,2020-03-07,4
,Georgia,42.3154,43.3569,2020-03-06,4
,Georgia,42.3154,43.3569,2020-03-05,4
,Georgia,42.3154,43.3569,2020-03-04,3
,Georgia,42.3154,43.3569,2020-03-03,3
,Georgia,42.3154,43.3569,2020-03-02,3
,Georgia,42.3154,43.3569,2020-03-01,3
,Georgia,42.3154,43.3569,2020-02-29,1
,Georgia,42.3154,43.3569,2020-02-28,1
,Georgia,42.3154,43.3569,2020-02-27,1
,Georgia,42.3154,43.3569,2020-02-26,1
,Georgia,42.3154,43.3569,2020-02-25,0
,Georgia,42.3154,43.3569,2020-02-24,0
,Georgia,42.3154,43.3569,2020-02-23,0
,Georgia,42.3154,43.3569,2020-02-22,0
,Georgia,42.3154,43.3569,2020-02-21,0
,Georgia,42.3154,43.3569,2020-02-20,0
,Georgia,42.3154,43.3569,2020-02-19,0
,Georgia,42.3154,43.3569,2020-02-18,0
,Georgia,42.3154,43.3569,2020-02-17,0
,Georgia,42.3154,43.3569,2020-02-16,0
,Georgia,42.3154,43.3569,2020-02-15,0
,Georgia,42.3154,43.3569,2020-02-14,0
,Georgia,42.3154,43.3569,2020-02-13,0
,Georgia,42.3154,43.3569,2020-02-12,0
,Georgia,42.3154,43.3569,2020-02-11,0
,Georgia,42.3154,43.3569,2020-02-10,0
,Georgia,42.3154,43.3569,2020-02-09,0
,Georgia,42.3154,43.3569,2020-02-08,0
,Georgia,42.3154,43.3569,2020-02-07,0
,Georgia,42.3154,43.3569,2020-02-06,0
,Georgia,42.3154,43.3569,2020-02-05,0
,Georgia,42.3154,43.3569,2020-02-04,0
,Georgia,42.3154,43.3569,2020-02-03,0
,Georgia,42.3154,43.3569,2020-02-02,0
,Georgia,42.3154,43.3569,2020-02-01,0
,Georgia,42.3154,43.3569,2020-01-31,0
,Georgia,42.3154,43.3569,2020-01-30,0
,Georgia,42.3154,43.3569,2020-01-29,0
,Georgia,42.3154,43.3569,2020-01-28,0
,Georgia,42.3154,43.3569,2020-01-27,0
,Georgia,42.3154,43.3569,2020-01-26,0
,Georgia,42.3154,43.3569,2020-01-25,0
,Georgia,42.3154,43.3569,2020-01-24,0
,Georgia,42.3154,43.3569,2020-01-23,0
,Georgia,42.3154,43.3569,2020-01-22,0
,Germany,51,9,2020-03-24,32986
,Germany,51,9,2020-03-23,29056
,Germany,51,9,2020-03-22,24873
,Germany,51,9,2020-03-21,22213
,Germany,51,9,2020-03-20,19848
,Germany,51,9,2020-03-19,15320
,Germany,51,9,2020-03-18,12327
,Germany,51,9,2020-03-17,9257
,Germany,51,9,2020-03-16,7272
,Germany,51,9,2020-03-15,5795
,Germany,51,9,2020-03-14,4585
,Germany,51,9,2020-03-13,3675
,Germany,51,9,2020-03-12,2078
,Germany,51,9,2020-03-11,1908
,Germany,51,9,2020-03-10,1457
,Germany,51,9,2020-03-09,1176
,Germany,51,9,2020-03-08,1040
,Germany,51,9,2020-03-07,799
,Germany,51,9,2020-03-06,670
,Germany,51,9,2020-03-05,482
,Germany,51,9,2020-03-04,262
,Germany,51,9,2020-03-03,196
,Germany,51,9,2020-03-02,159
,Germany,51,9,2020-03-01,130
,Germany,51,9,2020-02-29,79
,Germany,51,9,2020-02-28,48
,Germany,51,9,2020-02-27,46
,Germany,51,9,2020-02-26,27
,Germany,51,9,2020-02-25,17
,Germany,51,9,2020-02-24,16
,Germany,51,9,2020-02-23,16
,Germany,51,9,2020-02-22,16
,Germany,51,9,2020-02-21,16
,Germany,51,9,2020-02-20,16
,Germany,51,9,2020-02-19,16
,Germany,51,9,2020-02-18,16
,Germany,51,9,2020-02-17,16
,Germany,51,9,2020-02-16,16
,Germany,51,9,2020-02-15,16
,Germany,51,9,2020-02-14,16
,Germany,51,9,2020-02-13,16
,Germany,51,9,2020-02-12,16
,Germany,51,9,2020-02-11,16
,Germany,51,9,2020-02-10,14
,Germany,51,9,2020-02-09,14
,Germany,51,9,2020-02-08,13
,Germany,51,9,2020-02-07,13
,Germany,51,9,2020-02-06,12
,Germany,51,9,2020-02-05,12
,Germany,51,9,2020-02-04,12
,Germany,51,9,2020-02-03,12
,Germany,51,9,2020-02-02,10
,Germany,51,9,2020-02-01,8
,Germany,51,9,2020-01-31,5
,Germany,51,9,2020-01-30,4
,Germany,51,9,2020-01-29,4
,Germany,51,9,2020-01-28,4
,Germany,51,9,2020-01-27,1
,Germany,51,9,2020-01-26,0
,Germany,51,9,2020-01-25,0
,Germany,51,9,2020-01-24,0
,Germany,51,9,2020-01-23,0
,Germany,51,9,2020-01-22,0
,Ghana,7.9465,-1.0232,2020-03-24,53
,Ghana,7.9465,-1.0232,2020-03-23,27
,Ghana,7.9465,-1.0232,2020-03-22,23
,Ghana,7.9465,-1.0232,2020-03-21,19
,Ghana,7.9465,-1.0232,2020-03-20,16
,Ghana,7.9465,-1.0232,2020-03-19,11
,Ghana,7.9465,-1.0232,2020-03-18,7
,Ghana,7.9465,-1.0232,2020-03-17,7
,Ghana,7.9465,-1.0232,2020-03-16,6
,Ghana,7.9465,-1.0232,2020-03-15,6
,Ghana,7.9465,-1.0232,2020-03-14,3
,Ghana,7.9465,-1.0232,2020-03-13,0
,Ghana,7.9465,-1.0232,2020-03-12,0
,Ghana,7.9465,-1.0232,2020-03-11,0
,Ghana,7.9465,-1.0232,2020-03-10,0
,Ghana,7.9465,-1.0232,2020-03-09,0
,Ghana,7.9465,-1.0232,2020-03-08,0
,Ghana,7.9465,-1.0232,2020-03-07,0
,Ghana,7.9465,-1.0232,2020-03-06,0
,Ghana,7.9465,-1.0232,2020-03-05,0
,Ghana,7.9465,-1.0232,2020-03-04,0
,Ghana,7.9465,-1.0232,2020-03-03,0
,Ghana,7.9465,-1.0232,2020-03-02,0
,Ghana,7.9465,-1.0232,2020-03-01,0
,Ghana,7.9465,-1.0232,2020-02-29,0
,Ghana,7.9465,-1.0232,2020-02-28,0
,Ghana,7.9465,-1.0232,2020-02-27,0
,Ghana,7.9465,-1.0232,2020-02-26,0
,Ghana,7.9465,-1.0232,2020-02-25,0
,Ghana,7.9465,-1.0232,2020-02-24,0
,Ghana,7.9465,-1.0232,2020-02-23,0
,Ghana,7.9465,-1.0232,2020-02-22,0
,Ghana,7.9465,-1.0232,2020-02-21,0
,Ghana,7.9465,-1.0232,2020-02-20,0
,Ghana,7.9465,-1.0232,2020-02-19,0
,Ghana,7.9465,-1.0232,2020-02-18,0
,Ghana,7.9465,-1.0232,2020-02-17,0
,Ghana,7.9465,-1.0232,2020-02-16,0
,Ghana,7.9465,-1.0232,2020-02-15,0
,Ghana,7.9465,-1.0232,2020-02-14,0
,Ghana,7.9465,-1.0232,2020-02-13,0
,Ghana,7.9465,-1.0232,2020-02-12,0
,Ghana,7.9465,-1.0232,2020-02-11,0
,Ghana,7.9465,-1.0232,2020-02-10,0
,Ghana,7.9465,-1.0232,2020-02-09,0
,Ghana,7.9465,-1.0232,2020-02-08,0
,Ghana,7.9465,-1.0232,2020-02-07,0
,Ghana,7.9465,-1.0232,2020-02-06,0
,Ghana,7.9465,-1.0232,2020-02-05,0
,Ghana,7.9465,-1.0232,2020-02-04,0
,Ghana,7.9465,-1.0232,2020-02-03,0
,Ghana,7.9465,-1.0232,2020-02-02,0
,Ghana,7.9465,-1.0232,2020-02-01,0
,Ghana,7.9465,-1.0232,2020-01-31,0
,Ghana,7.9465,-1.0232,2020-01-30,0
,Ghana,7.9465,-1.0232,2020-01-29,0
,Ghana,7.9465,-1.0232,2020-01-28,0
,Ghana,7.9465,-1.0232,2020-01-27,0
,Ghana,7.9465,-1.0232,2020-01-26,0
,Ghana,7.9465,-1.0232,2020-01-25,0
,Ghana,7.9465,-1.0232,2020-01-24,0
,Ghana,7.9465,-1.0232,2020-01-23,0
,Ghana,7.9465,-1.0232,2020-01-22,0
,Greece,39.0742,21.8243,2020-03-24,743
,Greece,39.0742,21.8243,2020-03-23,695
,Greece,39.0742,21.8243,2020-03-22,624
,Greece,39.0742,21.8243,2020-03-21,530
,Greece,39.0742,21.8243,2020-03-20,495
,Greece,39.0742,21.8243,2020-03-19,418
,Greece,39.0742,21.8243,2020-03-18,418
,Greece,39.0742,21.8243,2020-03-17,387
,Greece,39.0742,21.8243,2020-03-16,331
,Greece,39.0742,21.8243,2020-03-15,331
,Greece,39.0742,21.8243,2020-03-14,228
,Greece,39.0742,21.8243,2020-03-13,190
,Greece,39.0742,21.8243,2020-03-12,99
,Greece,39.0742,21.8243,2020-03-11,99
,Greece,39.0742,21.8243,2020-03-10,89
,Greece,39.0742,21.8243,2020-03-09,73
,Greece,39.0742,21.8243,2020-03-08,73
,Greece,39.0742,21.8243,2020-03-07,46
,Greece,39.0742,21.8243,2020-03-06,45
,Greece,39.0742,21.8243,2020-03-05,31
,Greece,39.0742,21.8243,2020-03-04,9
,Greece,39.0742,21.8243,2020-03-03,7
,Greece,39.0742,21.8243,2020-03-02,7
,Greece,39.0742,21.8243,2020-03-01,7
,Greece,39.0742,21.8243,2020-02-29,4
,Greece,39.0742,21.8243,2020-02-28,4
,Greece,39.0742,21.8243,2020-02-27,3
,Greece,39.0742,21.8243,2020-02-26,1
,Greece,39.0742,21.8243,2020-02-25,0
,Greece,39.0742,21.8243,2020-02-24,0
,Greece,39.0742,21.8243,2020-02-23,0
,Greece,39.0742,21.8243,2020-02-22,0
,Greece,39.0742,21.8243,2020-02-21,0
,Greece,39.0742,21.8243,2020-02-20,0
,Greece,39.0742,21.8243,2020-02-19,0
,Greece,39.0742,21.8243,2020-02-18,0
,Greece,39.0742,21.8243,2020-02-17,0
,Greece,39.0742,21.8243,2020-02-16,0
,Greece,39.0742,21.8243,2020-02-15,0
,Greece,39.0742,21.8243,2020-02-14,0
,Greece,39.0742,21.8243,2020-02-13,0
,Greece,39.0742,21.8243,2020-02-12,0
,Greece,39.0742,21.8243,2020-02-11,0
,Greece,39.0742,21.8243,2020-02-10,0
,Greece,39.0742,21.8243,2020-02-09,0
,Greece,39.0742,21.8243,2020-02-08,0
,Greece,39.0742,21.8243,2020-02-07,0
,Greece,39.0742,21.8243,2020-02-06,0
,Greece,39.0742,21.8243,2020-02-05,0
,Greece,39.0742,21.8243,2020-02-04,0
,Greece,39.0742,21.8243,2020-02-03,0
,Greece,39.0742,21.8243,2020-02-02,0
,Greece,39.0742,21.8243,2020-02-01,0
,Greece,39.0742,21.8243,2020-01-31,0
,Greece,39.0742,21.8243,2020-01-30,0
,Greece,39.0742,21.8243,2020-01-29,0
,Greece,39.0742,21.8243,2020-01-28,0
,Greece,39.0742,21.8243,2020-01-27,0
,Greece,39.0742,21.8243,2020-01-26,0
,Greece,39.0742,21.8243,2020-01-25,0
,Greece,39.0742,21.8243,2020-01-24,0
,Greece,39.0742,21.8243,2020-01-23,0
,Greece,39.0742,21.8243,2020-01-22,0
,Grenada,12.1165,-61.679,2020-03-24,1
,Grenada,12.1165,-61.679,2020-03-23,1
,Grenada,12.1165,-61.679,2020-03-22,1
,Grenada,12.1165,-61.679,2020-03-21,0
,Grenada,12.1165,-61.679,2020-03-20,0
,Grenada,12.1165,-61.679,2020-03-19,0
,Grenada,12.1165,-61.679,2020-03-18,0
,Grenada,12.1165,-61.679,2020-03-17,0
,Grenada,12.1165,-61.679,2020-03-16,0
,Grenada,12.1165,-61.679,2020-03-15,0
,Grenada,12.1165,-61.679,2020-03-14,0
,Grenada,12.1165,-61.679,2020-03-13,0
,Grenada,12.1165,-61.679,2020-03-12,0
,Grenada,12.1165,-61.679,2020-03-11,0
,Grenada,12.1165,-61.679,2020-03-10,0
,Grenada,12.1165,-61.679,2020-03-09,0
,Grenada,12.1165,-61.679,2020-03-08,0
,Grenada,12.1165,-61.679,2020-03-07,0
,Grenada,12.1165,-61.679,2020-03-06,0
,Grenada,12.1165,-61.679,2020-03-05,0
,Grenada,12.1165,-61.679,2020-03-04,0
,Grenada,12.1165,-61.679,2020-03-03,0
,Grenada,12.1165,-61.679,2020-03-02,0
,Grenada,12.1165,-61.679,2020-03-01,0
,Grenada,12.1165,-61.679,2020-02-29,0
,Grenada,12.1165,-61.679,2020-02-28,0
,Grenada,12.1165,-61.679,2020-02-27,0
,Grenada,12.1165,-61.679,2020-02-26,0
,Grenada,12.1165,-61.679,2020-02-25,0
,Grenada,12.1165,-61.679,2020-02-24,0
,Grenada,12.1165,-61.679,2020-02-23,0
,Grenada,12.1165,-61.679,2020-02-22,0
,Grenada,12.1165,-61.679,2020-02-21,0
,Grenada,12.1165,-61.679,2020-02-20,0
,Grenada,12.1165,-61.679,2020-02-19,0
,Grenada,12.1165,-61.679,2020-02-18,0
,Grenada,12.1165,-61.679,2020-02-17,0
,Grenada,12.1165,-61.679,2020-02-16,0
,Grenada,12.1165,-61.679,2020-02-15,0
,Grenada,12.1165,-61.679,2020-02-14,0
,Grenada,12.1165,-61.679,2020-02-13,0
,Grenada,12.1165,-61.679,2020-02-12,0
,Grenada,12.1165,-61.679,2020-02-11,0
